Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
1,2009-157,"""We, along with other donors, are committed to a unified approach, mobilizing predictable bilateral and multilateral resources in order to fulfil the financial shortfall estimated by the FTI at $1.2 billion over the coming 18 months, and to close gaps in education data, policy and capacity to accelerate action on EFA.""",0.555555556,Education,United Kingdom,2009,No,254,2,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,0,365,Unitary
1,1996-120,"""We support the High Representative in his work of preparation with the Parties of the establishment of the new institutions: the collective Presidency, the Council of Ministers, the Parliament, the Constitutional Court and the Central Bank. We shall provide the future authorities with the necessary constitutional and legal assistance.""",1,Conflict Prevention,United Kingdom,1996,No,128,0,No,No,Higher,1.42E+12,24332.69777,2.230894646,France,1,80,Unitary
1,2000-93,"“We express special concern that the proceeds from the illicit trade in diamonds have contributed to aggravating armed conflict and humanitarian crises, particularly in Africa. We therefore call for an international conference, whose results shall be submitted to the UN, building on the UN Security Council Resolution 1306 and inter alia the ‘Kimberley’ process launched by the Government of South Africa, to consider practical approaches to breaking thelink between the illicit trade in diamonds and armed conflict, including consideration of an international agreement on certification for rough diamonds.”",0.625,Conflict Prevention,United Kingdom,2000,Yes,105,0,Yes,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,1,-10,Unitary
1,2002-32,"""Training African peace support forces including through the development of regional centres of excellence for military and civilian aspects of conflict prevention and peace support, such as the Kofi Annan International Peace Training Centre;""",0.375,Conflict Prevention,United Kingdom,2002,No,187,0,No,No,Lower,1.78E+12,30056.58622,1.892089789,Canada,2,-14,Unitary
1,2004-159,"“Therefore, we commit, consistent with out national laws, to:…Work with interested parties, before the nest Summit, to develop a transportation and logistics support arrangement, which will help provide countries with transportation to deploy to peace operations and logistics support to sustain units in the field. This kind of arrangement, which will take into account existing efforts, should address a key capabilities gap that often prevents timely intervention in crises.”",0.666666667,Conflict Prevention,United Kingdom,2004,No,252,0,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,2,-25,Unitary
1,Mar-05,"“The G8 in return agreed a comprehensive plan to support Africa's progress. This is set out in our separate statement today. We agreed: to provide extra resources for Africa's peacekeeping forces so that they can better deter, prevent and resolve conflicts in Africa.”",0.666666667,Conflict Prevention,United Kingdom,2005,No,212,0,No,No,Higher,2.54E+12,42030.28661,2.47371181,United Kingdom,2,-13,Unitary
0,2006-217,"""We have made substantial progress since Gleneagles. Our key steps over the next year include: continuing, in cooperation with the EU, UN and other partners, to assist the AU and African sub-regional organisations in further developing the African Standby Force including transportation and logistics support arrangements""",0.444444444,Conflict Prevention,United Kingdom,2006,No,317,2,Yes,No,Lower,2.71E+12,44599.69757,2.035550356,Russia,1,-16,Unitary
0,2007-213,"""At the same time we remain firmly committed to providing the necessary support to the ASF for its core military capabilities, which require increased investment by troop contributors and donors alike.""",0.444444444,Conflict Prevention,United Kingdom,2007,No,329,0,No,No,Higher,3.1E+12,50566.8266,1.636058451,Germany,2,-7,Unitary
0,2009-161,"""[We will reinforce G8 programs, taking action to:]provide assistance, including financial, for African-led peace support operations, and work towards flexible and predictable funding.""",0,Conflict Prevention,United Kingdom,2009,No,254,11,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,2,-13,Unitary
1,2000-xx,"""Reform efforts must now focus on maintaining the momentum behind financial and corporate sector reforms, improving public and private sector governance and transparency, and strengthening social safety nets to ensure strong, sustainable growth and avoid future instability.""",0.857142857,Social Policy,United Kingdom,2000,No,105,6,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
1,2000-72,"""“The central challenge is to promote a culture that values the experience and knowledge that come with age. To this end, we will:""",0.857142857,Social Policy,United Kingdom,2000,No,105,6,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
1,2000-73,"""Make further efforts to remove inappropriate disincentives for people below retirement age to stay in the labour market;""",0.875,Social Policy,United Kingdom,2000,No,105,6,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
0,2001-5 - FC,"Looking forward, we endorse our Finance Ministers' recommendations for action to further strengthen the international financial system and their commitment to foster international consensus in this endeavour. In particular, the international financial institutions and the G7 countries should stand ready to help countries adopt the policies required to ensure sustained access to capital markets. We also support our Finance Ministers' suggestions to further develop the framework for private sector involvement.",-0.142857143,Finance Crisis/Regulation,United Kingdom,2001,No,58,3,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,4,-14,Unitary
0,2001-6 - FC,"Looking forward, we endorse our Finance Ministers' recommendations for action to further strengthen the international financial system and their commitment to foster international consensus in this endeavour. In particular, the international financial institutions and the G7 countries should stand ready to help countries adopt the policies required to ensure sustained access to capital markets. We also support our Finance Ministers' suggestions to further develop the framework for private sector involvement.",-0.142857143,Finance Crisis/Regulation,United Kingdom,2001,No,58,3,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,4,-14,Unitary
1,2008-3- FR,"""We underscore the importance of implementing the FSF report's recommendations, as set out by the G8 Finance Ministers’ Statement in Osaka. We remain committed to promoting a smooth adjustment of global imbalances""",1,Finance Crisis/Regulation,United Kingdom,2008,No,296,7,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,4,-24,Unitary
1,2009-203 - FC,"""We are fully committed to implementing rapidly the Washington and the London Summit decisions, including those to strengthen financial regulation and reform International Financial Institutions (IFIs), and to provide them with adequate resources.""",0.555555556,Finance Crisis/Regulation,United Kingdom,2009,No,254,15,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,4,-26,Unitary
1,2013-76 - FR,[We agree] to ensure that our own tax rules do not allow or encourage any multinational enterprises to reduce overall taxes paid by artificially shifting profits to low-tax jurisdictions. ,0.666666667,Finance Crisis/Regulation,United Kingdom,2013,No,214,29,No,No,Higher,2.79E+12,43444.56484,1.457911544,United Kingdom,1,-39,Unitary
1,2014,"[We remain committed to tackling] tax evasion, where we look forward to the rapid implementation of the new single global standard for automatic exchange of tax information.”",1,Finance Crisis/Regulation,United Kingdom,2014,No,141,8,No,No,Higher,3.06E+12,47417.63505,1.837387371,European Union,1,128,Unitary
1,2015-49,We commit to strongly promoting automatic exchange of information on cross-border tax rulings. ,0.625,Finance Crisis/Regulation,United Kingdom,2015,No,376,17,No,No,Higher,2.93E+12,44966.10193,1.545056482,Germany,1,-11,Unitary
1,2015-50,We reiterate our commitment to work with developing countries on the international tax agenda ,0.625,Finance Crisis/Regulation,United Kingdom,2015,No,376,17,No,Yes,Higher,2.93E+12,44966.10193,1.545056482,Germany,1,-11,Unitary
1,1996-48,"""UNCTAD IX was a major milestone in the renewal of UNCTAD. In close partnership with the other member States, we succeeded in reforming UNCTAD's intergovernmental machinery and in refocusing its work on a small number of priorities to promote development through trade and investment with the aim of facilitating the integration of developing countries in the international trade system. We are committed to the implementation of these reforms.""",0.4,UN Reform,United Kingdom,1996,No,128,8,Yes,Yes,Higher,1.42E+12,24332.69777,2.230894646,France,0,365,Unitary
-1,1996-70,"""Conscious of the risks that the present financial crisis poses to the United Nations' ability to function, we are resolved to promote in parallel and as soon as possible a long-term solution based on the adoption of a more equitable scale of contributions, on scrupulous respect by Member States for their financial obligations, and on the payment of arrears.""",0.142857143,UN Reform,United Kingdom,1996,No,128,8,No,No,Lower,1.42E+12,24332.69777,2.230894646,France,0,365,Unitary
-1,1996-116,We will continue and reinforce our efforts to improve the functioning of the UN in the economic and social fields and its impact on development. ,0.142857143,UN Reform,United Kingdom,1996,No,128,8,Yes,No,Higher,1.42E+12,24332.69777,2.230894646,France,0,365,Unitary
-1,1996-117,"""We will continue and reinforce our efforts to improve the functioning of the UN in the economic and social fields and its impact on development. We will continue to work in partnership with other members to complete processes underway, including Agenda for Development, and initiate further processes as required. """,0.142857143,UN Reform,United Kingdom,1996,No,128,8,Yes,No,Higher,1.42E+12,24332.69777,2.230894646,France,0,365,Unitary
